Virus,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50,TP51,TP52,TP53,TP54,TP55,TP56,TP57,TP58,TP59,TP60,TP61,TP62,TP63,TP64,TP65,TP66,TP67,TP68,TP69,TP70,TP71,TP72,TP73,TP74,TP75,TP76,TP77,TP78,TP79,TP80,TP81,TP82,TP83,TP84,TP85,TP86,TP87,TP88,TP89,TP90,TP91,TP92,TP93,TP94,TP95,TP96,TP97,TP98,TP99,TP100,TP101,TP102,TP103,TP104,TP105,TP106,TP107
TTV-AMS-S1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035464445,0.020864832,0.005976821,0.003015763,0.005350723,0,0.015110483,0,0.00764913,0.009224321,0.017454972,0.005373224,0,0,0,0,0.008585837,0,0.034153564,0.037359862,0,0.008412121,0.043526807,0,0,0.011470158,0,0.01317754,0.001451969,0.001748874,0.017763313,0.025763405,0.000629875,0.007354841,0.00182305,0.009887421,0.022427384,0,0.009911513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029019276,0,0,0.063032606,0.033159793,0.035882098,0.073813359,0.102675235,0.118239443,0.096150231,0.021083367,0,0.048309288,0.126405206,0,0.071048713,0.123430762,0.0159277,0.01149175,0.019227408,0.030804757,0,0.019259698,0.02516746,0.002773512,0.080260365,0.035482534,0.001123205,0.05641008,0.007109049,0.001613295,0.176643991,0.097491639,0.015305247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256987581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018639746,0
TTV-AMS-S1-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739687118,0,0,0.000211676,0.175294588,0.002255294,0.000481109,0.129048432,0.94605535,0.000964569,0.673361926,0.013462227,0.006198035,0.100334448,0.477412541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029301445,0,0,0,0,0,0,0,0,0,0,0.155142112,0,0,0,0.204711452,0.126872796,0,0.146777281,0.071978683,0,0,0,0.033686492,0,0.244206426,0.040022715,0.009719999,0.080595255,0.141737294,0.005646856,0.096353584,0.023508024,0.183995476,0.150631681,0.215719064,0.044338257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-14,0,0,0,0,0,0,0,0.212849162,0,0,0,0,0,0,0,0,0,0,0,0,0.01339114,0,0,0,0,0,0.006516056,0,0,0,0,0,0,0,0,0,0.019570304,0,0.134731739,0,0,0,0,0,0,0.001082723,0,0,0,0,0.002280933,0,0,0,0.007912343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-15,0.002759234,0.040230411,0.009588749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012008864,0.0062023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-16,0,0,0,0,0,0,0,0,0,0,0,0,0.010873286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009769705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02375852,0,0,0,0.021520928,0,0.001171263,0,0,0,0,0.015941608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010890747,0,0,0,0,0,0,0,0.003273131,0,0,0,0,0,0,0.006459062,0,0.019747964,0,3.26723E-05,0,0.018763318,0.000515353,0,0.001989245,0.009999233,0,0.036120401,0.002556944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-18,0,0,0,0,0,0,0.002042707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011331885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004689326,0,0,0,0,0.026795906,0,0,0,0,0.003958163,0,0,8.14619E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-19,0,0,0,0,0.009769213,0,0.018866488,0.102793296,0,0,0,0,0.014256086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425978,0,0,0,0.011396768,0,0,0.032478033,0,0,0.012226676,0,0.170910462,0,0,0,0.036834455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-20,0,0,0,0,0,0,0,0,0,0,0,0.022284725,0,0,0,0,0,0,0.004586175,0,0,0,0,0,0.015196271,0,0,0.001478615,0,0,0,0,0,0,0,0,0,0,0,0.042976799,0,0.007571062,0,0,0,0.000570857,0,0,0,0,0.001594109,0.001587738,0,0,0.010099355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013642106,0,0.011331725,0,0.001456638,0.027512853,0,0.000616661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003970046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005942292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-23,0.025728162,0.794658665,0.314275322,0.263423355,0.171277939,0,0.192640336,0.003483405,0,0.001215017,0,0.246788361,0.180657632,0.362359886,0.195723438,0.10190579,0.042257692,0.039360952,0.141639961,0.311464383,0.324843838,0.275577208,0.100867381,0.014162657,0.337018766,0.165416856,0.127211978,0.250820004,0.052458526,0.188692458,0.320811313,0.04674894,0.165239317,0.049932372,0.064683305,0.022034726,0.116996384,0.029069618,0.081766648,0.338411927,0.023072889,0.143854901,0,0.072511748,0.034931144,0.003888907,0.033654073,0.011637885,0.004785732,0.031830787,0.045150601,0.153754984,0.03755534,0,0.068905239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-24,0,0,0,0,0,0,0,0,0,0,0,0.095226047,0.366550551,0,0,0.014688046,0,0,0,0.03656659,0.004899256,0,0,0,0,0,0.006340893,0,0.098938873,0,0,0,0,0.056357078,0,0,0,0.021335328,0,0,0,0.046457926,0,0.025288232,0,0,0.03571058,0,0,0,0.000351043,0.004993227,0.002915452,0,0.006685623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-25,0.004064799,0.091856667,0.165462582,0.048399216,0.317565447,0,0.011059374,0.162734144,0,0.02659488,0.000638072,0.094116886,0.051869601,0.067205263,0.158362849,0.066110269,0.048678586,0.139098881,0.173382435,0.090867135,0.046971706,0.032937937,0.061148397,0.104518193,0.049407712,0.055417572,0.102470233,0.033708177,0,0.039242971,0.010987404,0.115142601,0.142133635,0.067493237,0.097648411,0.077737489,0.068070623,0.069351502,0.088780944,0.20823352,0.027573851,0.115894024,0,0.054482593,0.249486971,0.035769777,0.147926985,0.12608834,0.006926428,0.160118504,0.057928913,0.093884175,0.066796242,0.110033445,0.085094108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-26,0,0.000889391,0.009939299,0,0.018855251,0,0,0,0,0,0,0.01990606,0,0,0,0.008672908,0,0,0.036295646,0,0,0,0,0.041484668,0,0,0.039818882,0.004484751,0,0,0.023988469,0,0.030474286,0,0.025132971,0.026400607,0,0.016539086,0.028114443,0.046963732,0.015818913,0.046519441,0,0.009686296,0.068358694,0.013980099,0.027291166,0.049222373,0.003314555,0.053292454,0.02355042,0.04007041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005219851,0.004771671,0,0,0,0.196390806,0,0.016997295,0.015488924,0,0,0,0,0,0.008171648,0,0,0.034994285,0.019443476,0.003149243,0,0.008099274,0,0,0.01214406,0,0,0.015551839,0.029500696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008071746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07622686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S1-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027982824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTMV-AMS-S2-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015042202,0,0,0.002004895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287829839,0,0.000876461,0,0,0,0,0
TTMV-AMS-S2-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTMV-AMS-S2-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652485199,0.507079139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTMV-AMS-S2-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.035306083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148269,0,0,0,0,0,0
TTV-AMS-S2-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999704849,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0.908294304,0.223186011,0.210737376,0.593098674,0.444885703,0,0.653837645,0.563035616,1,1,0.51942374,0,1,0.540352863,0.013553777,0.784507119,0.53156756,1,0.276714366,0.569429006,0.691169137,0.01660374,0.018311149,0.382970881,0.727479004,0.98985708,0.265236169,0.998804697,0.999665272,0.40037017,0.025072958
TTV-AMS-S2-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009329394,0.007892554,0.023827439,0,0.037462224,0.009683821,0.066809954,0.050921835,0.046768465,0.030212973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001478791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104714357,0,0,0,0,0,0,0.02719444,0,0,0,0,0,0,0.015652003,0,0,0,0,0,0.098443452,0,0.002400305,0,0,0.504527726,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S2-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.638298062,0,0,0,0,0,0,0,0.12432879,0.156886816,0.081239814,0.189994188,0,0.007812176,0.421312381,0,0,0,0,0,0.123268836,0.025997546,0.099416289,0,0,0.168868134,0.004613904,0.308830863,0.98339626,0.981688851,0.32919928,0.178460227,0.00621298,0.725440461,0.000421073,0.000143125,0.510641717,0.974927042
TTV-AMS-S2-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310619311,0.25058117,0,0,0,0,0,0.478524803,0,0,0,0.008938482,0.088014838,0,0,0,0.42595709,0,0,0,0,0.078680512,0.003053478,0,0,0,0,0
TTV-AMS-S2-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125296669,0,0.079232855,0,0.336345284,0,0,0,0.002051457,0,0,0.227137826,0.951510195,0.025661448,0.46843244,0,0,0,0,0,0,0,0.015231988,0,0.00932337,0,0,0,0
TTV-AMS-S2-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064511255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTV-AMS-S2-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070128729,0
